HMY,ITYPE,HPOINTER,DTDATE,DSQFT0,DSQFT1,DSQFT2,DSQFT3,DSQFT4,DSQFT5,DSQFT6,DSQFT7,DSQFT8,DSQFT9,DSQFT10,DSQFT11,DSQFT12,DSQFT13,DSQFT14,DSQFT15,sNotes,TDtDate,hUserCreatedBy,dtCreated,hUserModifiedBy,dtLastModified,hForeignDb,sExtReference,hCopyFrom,tRowVersion
1,4,256,00:00.0,4335,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931DD
2,4,257,00:00.0,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931DF
3,4,257,00:00.0,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931E1
4,4,257,00:00.0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan Glass New lease expansion,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931E3
5,4,258,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits lease,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931E5
6,4,259,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931E7
7,4,260,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931E9
8,4,260,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931EB
9,4,261,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.2,22,50:35.2,NULL,NULL,NULL,0x0000000000C931ED
10,4,261,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931EF
11,4,261,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931F1
12,4,262,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931F3
13,4,263,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,141,00:52.3,NULL,NULL,NULL,0x00000000022182D1
14,4,264,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,2,13:31.0,NULL,NULL,NULL,0x0000000001E20BC2
15,4,265,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,141,01:30.1,NULL,NULL,NULL,0x00000000022182D3
16,4,266,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931FB
17,4,266,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931FD
18,4,267,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C931FF
19,4,268,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,141,02:08.2,NULL,NULL,NULL,0x00000000022182D5
20,4,269,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C93204
21,4,269,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C93206
22,4,270,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C93208
23,4,271,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.3,22,50:35.3,NULL,NULL,NULL,0x0000000000C9320A
24,4,272,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C9320C
25,4,272,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C9320E
26,4,273,00:00.0,17001,17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,141,03:09.6,NULL,NULL,NULL,0x00000000022182D7
27,4,274,00:00.0,20748,20748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,141,03:38.8,NULL,NULL,NULL,0x00000000022182D9
28,4,275,00:00.0,920,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C93214
29,4,276,00:00.0,9835,9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C93216
30,4,276,00:00.0,8890,8890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per Hopewell request 07/28/21,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C93218
31,4,277,00:00.0,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,22,50:35.4,NULL,NULL,NULL,0x0000000000C9321A
32,4,278,00:00.0,10565,10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.4,141,04:07.6,NULL,NULL,NULL,0x00000000022182DB
33,4,279,00:00.0,9217,9217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C9321E
34,4,280,00:00.0,8534,8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93220
35,4,281,00:00.0,3502,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93222
36,4,281,00:00.0,3710,3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Control Manufacturing Expansion Agreement,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93224
37,4,282,00:00.0,9840,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,141,05:24.3,NULL,NULL,NULL,0x00000000022182DD
38,4,283,00:00.0,8757,8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93228
39,4,283,00:00.0,8791,8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C9322A
40,4,284,00:00.0,3729,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C9322C
41,4,285,00:00.0,3580,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C9322E
42,4,286,00:00.0,6341,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93230
43,4,287,00:00.0,6372,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93232
44,4,288,00:00.0,6408,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93234
45,4,289,00:00.0,5535,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C93236
46,4,290,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,141,06:16.8,NULL,NULL,NULL,0x00000000022182DF
47,4,291,00:00.0,5038,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,141,06:35.9,NULL,NULL,NULL,0x00000000022182E1
48,4,292,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,22,50:35.5,NULL,NULL,NULL,0x0000000000C9323C
49,4,293,00:00.0,2530,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.5,108,31:02.4,NULL,NULL,NULL,0x000000000151372F
50,4,294,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,141,07:00.6,NULL,NULL,NULL,0x00000000022182E3
51,4,295,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93242
52,4,296,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,141,07:23.1,NULL,NULL,NULL,0x00000000022182E5
53,4,297,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93246
54,4,298,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,2,58:50.7,NULL,NULL,NULL,0x0000000001E2BEF0
55,4,299,00:00.0,3760,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C9324A
56,4,300,00:00.0,3773,3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,126,38:32.2,NULL,NULL,NULL,0x0000000001B653A9
57,4,301,00:00.0,5984,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C9324E
58,4,302,00:00.0,5173,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93250
59,4,303,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93252
60,4,304,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93254
61,4,305,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93256
62,4,306,00:00.0,5164,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.6,22,50:35.6,NULL,NULL,NULL,0x0000000000C93258
63,4,307,00:00.0,6531,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,141,00:27.6,NULL,NULL,NULL,0x00000000021D65EB
64,4,308,00:00.0,5530,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,141,00:53.1,NULL,NULL,NULL,0x00000000021D65F1
65,4,309,00:00.0,7772,7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,141,01:25.9,NULL,NULL,NULL,0x00000000021D65F3
66,4,310,00:00.0,9456,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93260
67,4,311,00:00.0,9432,9432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93262
68,4,311,00:00.0,9403,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93264
69,4,312,00:00.0,9432,9432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93266
70,4,313,00:00.0,9332,9332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93268
71,4,314,00:00.0,5891,5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C9326A
72,4,315,00:00.0,13858,13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C9326C
73,4,315,00:00.0,13887,13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Weather Windows new lease,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C9326E
74,4,316,00:00.0,14657,14657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93270
75,4,317,00:00.0,5537,5537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93272
76,4,318,00:00.0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.7,22,50:35.7,NULL,NULL,NULL,0x0000000000C93274
77,4,319,00:00.0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93276
78,4,320,00:00.0,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93278
79,4,417,00:00.0,1160,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9327A
80,4,418,00:00.0,10104,10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9327C
81,4,419,00:00.0,12155,12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9327E
82,4,420,00:00.0,11835,11835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93280
83,4,421,00:00.0,21330,21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93282
84,4,422,00:00.0,11137,11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93284
85,4,423,00:00.0,11582,11582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93286
86,4,424,00:00.0,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C93288
87,4,425,00:00.0,4977,4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9328A
88,4,426,00:00.0,942,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9328C
89,4,427,00:00.0,2110,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.8,22,50:35.8,NULL,NULL,NULL,0x0000000000C9328E
90,4,428,00:00.0,10943,10943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C93290
91,4,429,00:00.0,14211,14211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C93292
92,4,430,00:00.0,4992,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C93294
93,4,431,00:00.0,11294,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C93296
94,4,432,00:00.0,5273,5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C93298
95,4,432,00:00.0,5576,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magnum new lease expansion,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C9329A
96,4,433,00:00.0,4460,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C9329C
97,4,434,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C9329E
98,4,435,00:00.0,5928,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C932A0
99,4,436,00:00.0,10185,10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C932A2
100,4,436,00:00.0,9882,9882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,22,50:35.9,22,50:35.9,NULL,NULL,NULL,0x0000000000C932A4
149,4,295,00:00.0,2519,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New tenant - area per lease & area certificate,NULL,41,30:31.0,41,30:31.0,NULL,NULL,NULL,0x0000000000F43DD1
152,4,524,00:00.0,77860,77860,77860,77860,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,14:44.2,3,14:44.2,NULL,NULL,NULL,0x0000000001076066
153,4,523,00:00.0,147300,147300,147300,147300,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,15:36.2,3,15:36.2,NULL,NULL,NULL,0x0000000001076076
154,3,725,00:00.0,225160,225160,225160,225160,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,3,16:29.4,3,16:29.4,NULL,NULL,NULL,0x0000000001076078
155,4,525,00:00.0,223050,223050,223050,223050,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,48:48.8,3,48:48.8,NULL,NULL,NULL,0x0000000001076138
156,3,727,00:00.0,223050,223050,223050,223050,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,3,49:03.3,3,49:03.3,NULL,NULL,NULL,0x000000000107613A
157,4,571,00:00.0,30121,30121,30121,30121,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,35:58.9,3,43:01.0,NULL,NULL,NULL,0x000000000125EBA3
158,4,570,00:00.0,44449,44449,44449,44449,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,36:47.4,3,36:47.4,NULL,NULL,NULL,0x000000000125EB54
159,4,572,00:00.0,28221,28221,28221,28221,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,37:21.7,3,43:14.4,NULL,NULL,NULL,0x000000000125EBA5
160,4,573,00:00.0,30123,30123,30123,30123,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,37:53.4,3,43:26.9,NULL,NULL,NULL,0x000000000125EBA7
161,4,574,00:00.0,119045,119045,119045,119045,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,3,38:35.3,3,38:35.3,NULL,NULL,NULL,0x000000000125EB93
168,3,802,00:00.0,251959,251959,251959,251959,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,3,43:43.6,3,43:43.6,NULL,NULL,NULL,0x000000000125EBA9
169,480,16,00:00.0,47645,47645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,101,0x00000000012A9105
170,480,16,00:00.0,46788,46788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,102,0x00000000012A9106
171,480,16,00:00.0,46533,46533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,103,0x00000000012A9107
172,480,16,00:00.0,45694,45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,104,0x00000000012A9108
173,480,16,00:00.0,44782,44782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,105,0x00000000012A9109
174,480,17,00:00.0,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,106,0x00000000012A910A
175,480,17,00:00.0,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,107,0x00000000012A910B
176,480,17,00:00.0,4276,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,108,0x00000000012A910C
177,480,17,00:00.0,5171,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,109,0x00000000012A910D
178,4,575,00:00.0,4335,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x00000000012A915D
179,4,576,00:00.0,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0x00000000012A915E
180,4,576,00:00.0,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits,NULL,NULL,NULL,NULL,NULL,NULL,3,3,0x00000000012A915F
181,4,576,00:00.0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan Glass New lease expansion,NULL,NULL,NULL,NULL,NULL,NULL,4,4,0x00000000012A9160
182,4,577,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits lease,NULL,NULL,NULL,NULL,NULL,NULL,5,5,0x00000000012A9161
183,4,578,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,6,6,0x00000000012A9162
184,4,579,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,7,7,0x00000000012A9163
185,4,579,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0x00000000012A9164
186,4,580,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,9,9,0x00000000012A9165
187,4,580,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,10,10,0x00000000012A9166
188,4,580,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,11,11,0x00000000012A9167
189,4,581,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,12,12,0x00000000012A9168
190,4,582,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,13,13,0x00000000012A9169
191,4,583,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,14,14,0x00000000012A916A
192,4,584,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,15,15,0x00000000012A916B
193,4,585,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,16,16,0x00000000012A916C
194,4,585,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,NULL,NULL,NULL,NULL,NULL,17,17,0x00000000012A916D
195,4,586,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,NULL,NULL,NULL,NULL,NULL,18,18,0x00000000012A916E
196,4,587,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,19,19,0x00000000012A916F
197,4,588,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,20,20,0x00000000012A9170
198,4,588,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,NULL,NULL,NULL,NULL,NULL,21,21,0x00000000012A9171
199,4,589,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0x00000000012A9172
200,4,590,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,23,23,0x00000000012A9173
201,4,591,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,24,24,0x00000000012A9174
202,4,591,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,NULL,NULL,NULL,NULL,NULL,25,25,0x00000000012A9175
209,480,18,00:00.0,47645,47645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,101,0x00000000012D3146
210,480,18,00:00.0,46788,46788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,102,0x00000000012D3147
211,480,18,00:00.0,46533,46533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,103,0x00000000012D3148
212,480,18,00:00.0,45694,45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,104,0x00000000012D3149
213,480,18,00:00.0,44782,44782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,105,0x00000000012D314A
214,480,19,00:00.0,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,106,0x00000000012D314B
215,480,19,00:00.0,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,107,0x00000000012D314C
