HMY,ITYPE,HPOINTER,DTDATE,DSQFT0,DSQFT1,DSQFT2,DSQFT3,DSQFT4,DSQFT5,DSQFT6,DSQFT7,DSQFT8,DSQFT9,DSQFT10,DSQFT11,DSQFT12,DSQFT13,DSQFT14,DSQFT15,sNotes,TDtDate,hUserCreatedBy,dtCreated,hUserModifiedBy,dtLastModified,hForeignDb,sExtReference,hCopyFrom,tRowVersion
1932,4,1355,00:00.0,853,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,771,771,0x0000000002DF2290
1933,4,1358,00:00.0,2973,2973,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1860,1860,0x0000000002DF2291
1934,4,1359,00:00.0,832,832,832,832,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1861,1861,0x0000000002DF2292
1944,480,127,00:00.0,48314,48314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1884,1884,0x0000000002DF26D9
1945,480,127,00:00.0,58149,58149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1885,1885,0x0000000002DF26DA
1946,480,127,00:00.0,57204,57204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1886,1886,0x0000000002DF26DB
1947,480,127,00:00.0,57161,57161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1887,1887,0x0000000002DF26DC
1948,480,128,00:00.0,1756,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1888,1888,0x0000000002DF26DD
1949,4,1368,00:00.0,17001,17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,26,26,0x0000000002DF2703
1950,4,1369,00:00.0,20748,20748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,27,27,0x0000000002DF2705
1951,4,1370,00:00.0,920,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,28,28,0x0000000002DF2706
1952,4,1371,00:00.0,9835,9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,29,29,0x0000000002DF2707
1953,4,1371,00:00.0,8890,8890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per Hopewell request 07/28/21,NULL,NULL,NULL,NULL,NULL,NULL,30,30,0x0000000002DF2708
1954,4,1372,00:00.0,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,31,31,0x0000000002DF2709
1955,4,1373,00:00.0,10565,10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,32,32,0x0000000002DF270A
1956,4,1373,00:00.0,10522,10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1882,1882,0x0000000002DF270B
1961,480,129,00:00.0,9840,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1869,1869,0x0000000002DF2864
1962,480,129,00:00.0,50562,50562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1870,1870,0x0000000002DF2865
1963,480,129,00:00.0,50596,50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1871,1871,0x0000000002DF2866
1964,480,129,00:00.0,50598,50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1872,1872,0x0000000002DF2867
1965,480,129,00:00.0,50622,50622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1873,1873,0x0000000002DF2868
1966,480,129,00:00.0,50578,50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1874,1874,0x0000000002DF2869
1967,4,1374,00:00.0,9840,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,37,37,0x0000000002DF289D
1968,4,1375,00:00.0,8757,8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,38,38,0x0000000002DF289E
1969,4,1375,00:00.0,8791,8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,39,39,0x0000000002DF289F
1970,4,1376,00:00.0,3729,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,40,40,0x0000000002DF28A0
1971,4,1376,00:00.0,3731,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1537,1537,0x0000000002DF28A1
1972,4,1377,00:00.0,3580,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,41,41,0x0000000002DF28A2
1973,4,1377,00:00.0,3604,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1857,1857,0x0000000002DF28A3
1974,4,1378,00:00.0,6341,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,42,42,0x0000000002DF28A4
1975,4,1379,00:00.0,6372,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,43,43,0x0000000002DF28A5
1976,4,1379,00:00.0,6328,6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1867,1867,0x0000000002DF28A6
1977,4,1380,00:00.0,6408,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,44,44,0x0000000002DF28A7
1978,4,1381,00:00.0,5535,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,45,45,0x0000000002DF28A8
1985,480,130,00:00.0,38495,38495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1104,1104,0x0000000002DF2B4B
1986,480,130,00:00.0,38514,38514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1105,1105,0x0000000002DF2B4C
1987,480,130,00:00.0,38521,38521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1866,1866,0x0000000002DF2B4D
1988,4,1382,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,46,46,0x0000000002DF2B89
1989,4,1383,00:00.0,5038,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,47,47,0x0000000002DF2B8A
1990,4,1384,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,48,48,0x0000000002DF2B8B
1991,4,1384,00:00.0,2507,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1864,1864,0x0000000002DF2B8C
1992,4,1385,00:00.0,2530,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,49,49,0x0000000002DF2B8D
1993,4,1386,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,50,50,0x0000000002DF2B8E
1994,4,1387,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,51,51,0x0000000002DF2B8F
1995,4,1387,00:00.0,2519,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New tenant - area per lease & area certificate,NULL,NULL,NULL,NULL,NULL,NULL,149,149,0x0000000002DF2B90
1996,4,1388,00:00.0,2410,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,52,52,0x0000000002DF2B91
1997,4,1389,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,53,53,0x0000000002DF2B92
1998,4,1390,00:00.0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,54,54,0x0000000002DF2B93
1999,4,1391,00:00.0,3760,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,55,55,0x0000000002DF2B94
2000,4,1392,00:00.0,3773,3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,56,56,0x0000000002DF2B95
2001,4,1393,00:00.0,5984,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,57,57,0x0000000002DF2B96
2005,480,131,00:00.0,18083,18083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1108,1108,0x0000000002DF2FBD
2006,480,131,00:00.0,18168,18168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1856,1856,0x0000000002DF2FBE
2007,4,1394,00:00.0,5173,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,58,58,0x0000000002DF2FE4
2008,4,1394,00:00.0,5258,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1854,1854,0x0000000002DF2FE5
2009,4,1395,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,59,59,0x0000000002DF2FE6
2010,4,1396,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,60,60,0x0000000002DF2FE7
2011,4,1397,00:00.0,2582,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,61,61,0x0000000002DF2FE8
2012,4,1398,00:00.0,5164,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,62,62,0x0000000002DF2FE9
2015,480,132,00:00.0,19833,19833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1110,1110,0x0000000002DF30D0
2016,4,1399,00:00.0,6531,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,63,63,0x0000000002DF30E8
2017,4,1400,00:00.0,5530,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,64,64,0x0000000002DF30E9
2018,4,1401,00:00.0,7772,7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,65,65,0x0000000002DF30EA
2020,4,1402,00:00.0,44449,44449,44449,44449,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,158,158,0x0000000002DF31C8
2021,4,1403,00:00.0,30121,30121,30121,30121,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,157,157,0x0000000002DF31C9
2022,4,1404,00:00.0,28221,28221,28221,28221,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,159,159,0x0000000002DF31CA
2023,4,1405,00:00.0,30123,30123,30123,30123,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,160,160,0x0000000002DF31CB
2024,4,1406,00:00.0,119045,119045,119045,119045,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,161,161,0x0000000002DF31CC
2026,480,133,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1070,1070,0x0000000002EE1252
2027,480,133,00:00.0,7669,7669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1071,1071,0x0000000002EE1253
2028,480,133,00:00.0,47645,47645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1072,1072,0x0000000002EE1254
2029,480,133,00:00.0,46788,46788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1073,1073,0x0000000002EE1255
2030,480,133,00:00.0,46533,46533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1074,1074,0x0000000002EE1256
2031,480,133,00:00.0,45694,45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1075,1075,0x0000000002EE1257
2032,480,133,00:00.0,44782,44782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1076,1076,0x0000000002EE1258
2033,480,133,00:00.0,44807,44807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1862,1862,0x0000000002EE1259
2034,480,134,00:00.0,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1077,1077,0x0000000002EE125A
2035,480,134,00:00.0,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1078,1078,0x0000000002EE125B
2036,480,134,00:00.0,4276,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1079,1079,0x0000000002EE125C
2037,480,134,00:00.0,5171,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1080,1080,0x0000000002EE125D
2038,480,134,00:00.0,4255,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1081,1081,0x0000000002EE125E
2039,480,134,00:00.0,5087,5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1863,1863,0x0000000002EE125F
2040,4,1407,00:00.0,4335,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000002EE12AC
2041,4,1408,00:00.0,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0x0000000002EE12AD
2042,4,1408,00:00.0,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits,NULL,NULL,NULL,NULL,NULL,NULL,3,3,0x0000000002EE12AE
2043,4,1408,00:00.0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan Glass New lease expansion,NULL,NULL,NULL,NULL,NULL,NULL,4,4,0x0000000002EE12AF
2044,4,1409,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits lease,NULL,NULL,NULL,NULL,NULL,NULL,5,5,0x0000000002EE12B0
2045,4,1410,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,6,6,0x0000000002EE12B1
2046,4,1411,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,7,7,0x0000000002EE12B2
2047,4,1411,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0x0000000002EE12B3
2048,4,1412,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,9,9,0x0000000002EE12B4
2049,4,1412,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,10,10,0x0000000002EE12B5
2050,4,1412,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,11,11,0x0000000002EE12B6
2051,4,1413,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,12,12,0x0000000002EE12B7
2052,4,1414,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,13,13,0x0000000002EE12B8
2053,4,1415,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,14,14,0x0000000002EE12B9
2054,4,1417,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,15,15,0x0000000002EE12BA
2055,4,1418,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,16,16,0x0000000002EE12BB
2056,4,1418,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,NULL,NULL,NULL,NULL,NULL,17,17,0x0000000002EE12BC
2057,4,1419,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,NULL,NULL,NULL,NULL,NULL,18,18,0x0000000002EE12BD
2058,4,1420,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,19,19,0x0000000002EE12BE
2059,4,1421,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,20,20,0x0000000002EE12BF
2060,4,1421,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,NULL,NULL,NULL,NULL,NULL,21,21,0x0000000002EE12C0
2061,4,1422,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0x0000000002EE12C1
2062,4,1423,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,23,23,0x0000000002EE12C2
2063,4,1424,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,24,24,0x0000000002EE12C3
2064,4,1424,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,NULL,NULL,NULL,NULL,NULL,25,25,0x0000000002EE12C4
2065,4,1412,00:00.0,853,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,771,771,0x0000000002EE12C5
2066,4,1415,00:00.0,2973,2973,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1860,1860,0x0000000002EE12C6
2067,4,1416,00:00.0,832,832,832,832,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1861,1861,0x0000000002EE12C7
2077,480,135,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1070,1070,0x0000000002EE6DCA
2078,480,135,00:00.0,7669,7669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1071,1071,0x0000000002EE6DCB
2079,480,135,00:00.0,47645,47645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1072,1072,0x0000000002EE6DCC
2080,480,135,00:00.0,46788,46788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1073,1073,0x0000000002EE6DCD
2081,480,135,00:00.0,46533,46533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1074,1074,0x0000000002EE6DCE
2082,480,135,00:00.0,45694,45694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1075,1075,0x0000000002EE6DCF
2083,480,135,00:00.0,44782,44782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1076,1076,0x0000000002EE6DD0
2084,480,135,00:00.0,44807,44807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1862,1862,0x0000000002EE6DD1
2085,480,136,00:00.0,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1077,1077,0x0000000002EE6DD2
2086,480,136,00:00.0,3458,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1078,1078,0x0000000002EE6DD3
2087,480,136,00:00.0,4276,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1079,1079,0x0000000002EE6DD4
2088,480,136,00:00.0,5171,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1080,1080,0x0000000002EE6DD5
2089,480,136,00:00.0,4255,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1081,1081,0x0000000002EE6DD6
2090,480,136,00:00.0,5087,5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1863,1863,0x0000000002EE6DD7
2091,4,1425,00:00.0,4335,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000002EE6E21
2092,4,1426,00:00.0,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0x0000000002EE6E22
2093,4,1426,00:00.0,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits,NULL,NULL,NULL,NULL,NULL,NULL,3,3,0x0000000002EE6E23
2094,4,1426,00:00.0,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titan Glass New lease expansion,NULL,NULL,NULL,NULL,NULL,NULL,4,4,0x0000000002EE6E24
2095,4,1427,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise for Kids w/o Limits lease,NULL,NULL,NULL,NULL,NULL,NULL,5,5,0x0000000002EE6E25
2096,4,1428,00:00.0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,6,6,0x0000000002EE6E26
2097,4,1429,00:00.0,6949,6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,7,7,0x0000000002EE6E27
2098,4,1429,00:00.0,6689,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0x0000000002EE6E28
2099,4,1430,00:00.0,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,9,9,0x0000000002EE6E29
2100,4,1430,00:00.0,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,10,10,0x0000000002EE6E2A
2101,4,1430,00:00.0,1769,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,11,11,0x0000000002EE6E2B
2102,4,1431,00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,12,12,0x0000000002EE6E2C
2103,4,1432,00:00.0,4284,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,13,13,0x0000000002EE6E2D
2104,4,1433,00:00.0,3805,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,14,14,0x0000000002EE6E2E
2105,4,1435,00:00.0,3864,3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,15,15,0x0000000002EE6E2F
2106,4,1436,00:00.0,4189,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,16,16,0x0000000002EE6E30
2107,4,1436,00:00.0,3277,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberta Stone new lease,NULL,NULL,NULL,NULL,NULL,NULL,17,17,0x0000000002EE6E31
2108,4,1437,00:00.0,818,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Per J. Kwong request 7/20/21,NULL,NULL,NULL,NULL,NULL,NULL,18,18,0x0000000002EE6E32
2109,4,1438,00:00.0,8472,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,19,19,0x0000000002EE6E33
2110,4,1439,00:00.0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,20,20,0x0000000002EE6E34
2111,4,1439,00:00.0,3388,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J. Kwong request 07/20/21,NULL,NULL,NULL,NULL,NULL,NULL,21,21,0x0000000002EE6E35
2112,4,1440,00:00.0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0x0000000002EE6E36
2113,4,1441,00:00.0,3338,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,23,23,0x0000000002EE6E37
2114,4,1442,00:00.0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,24,24,0x0000000002EE6E38
2115,4,1442,00:00.0,846,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prairie Western new lease,NULL,NULL,NULL,NULL,NULL,NULL,25,25,0x0000000002EE6E39
2116,4,1430,00:00.0,853,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,771,771,0x0000000002EE6E3A
2117,4,1433,00:00.0,2973,2973,2973,2973,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,1860,1860,0x0000000002EE6E3B
