HMY,HTAX,HUSUALACCT,SCODE,SADDR1,IENTTYPE,ITYPE,SADDR2,SCITY,SSTATE,SZIPCODE,SEXTRAADDRLINE,FSALESTAX,ILATETYPE,DLATEPERCENT,SLATEMIN,SLATEPERDAY,BCOMMTYPE,DCOMMAMT,SCOMMMIN,BCOMMPOSTED,SCOMMPOSTEDAMT,SCASHRESERVE,DTMGMTDATE,IENDOFYEAR,BEXCLUDE,BACCRUAL,BSITE,BASSOCIATION,IPROPTYPE,SMAINTLIMIT,DWOCOMM,IPORTFOLIO,DPPRICE,ITYPERES,SNCREIF,HIDEALLEASE,IRERENT,SACQUIRE,SDISPOSE,HPAYER,DGSTRATE,HPROPSTORAGE,HMVENDOR,CNSFFEE,HNSFCHGCODE,SPROPSTORATTN,SADDR3,SADDR4,HCOUNTRY,iPropReportingType,dtStamp,sPeriod,bInactive,dtInactive,hLegalEntity,sHmProjectType,iUnitTypes,iTypeCommercial,iTypeCondo,iTypeStudent,iTypeSenior,iTypeMilitary,iTypeAffordable,iTypePublicHousing,iTypeCoop,iTypeAssociation,iSubTypeAssoc,iTypeInternational,hcompany,iType2,hUserCreatedBy,hUserModifiedBy,dtCreated,dtLastModified,dtNCREIFInService,dSalesPrice,hCommMLA,HESTATE,bEstate,iTypeCSH,hForeigndb,sExtReference,dtNCREIFStopSubmission,bSiteStuff,tRowVersion,iMktRentalType,hMktRecExpPool,hIncTable,dtEffective,bExcludeModels,bVendorCafe,dtVCSync,iTypeStorage,bResidentScreening,dtResidentScreeningSync,hIncentiveRateId,hCopyFrom,iTypeSFH
98,NULL,NULL,lt_170co,,NULL,3,,,,,NULL,0,NULL,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,31,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,19:16.5,11:09.2,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E65,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
99,NULL,NULL,lt_4710 ,Brunswick Apartments,NULL,3,396 2nd Avenue East,Vancouver,BC,V5T 4L4,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,137,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,3,41:03.2,45:07.0,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E66,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
100,NULL,NULL,lt_4715 ,Dorchester Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,116,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.3,13:51.7,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E67,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
101,NULL,NULL,lt_4720 ,Grange Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,119,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.4,14:36.3,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E68,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
102,NULL,NULL,lt_4725 ,Lincoln Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,115,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.4,13:39.4,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E69,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
103,NULL,NULL,lt_4730 ,Moray Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,118,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.4,14:20.5,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E6A,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
104,NULL,NULL,lt_4735 ,Solway Firth Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,00:00.0,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,117,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.5,14:05.1,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E6B,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
105,NULL,NULL,lt_4740 ,Vallejo Court,NULL,3,1009 10th Avenue West,Vancouver,BC,V6H 1H9,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,114,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.5,12:25.7,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E6C,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
106,NULL,NULL,lt_4750 ,North Garden Apartments,NULL,3,,Vancouver,BC,,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,141,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.6,19:39.2,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E6D,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
107,NULL,NULL,lt_3065 ,1 Head Street,NULL,3,1 Head Street,Hamilton,ON,L9H 3H5,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,          ,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,154,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,41:03.7,24:05.3,NULL,0,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E6E,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
122,NULL,NULL,.reconpr,REstack Conversion Properties,NULL,11,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,18:43.6,18:43.6,NULL,0,0,NULL,0,0,0,NULL,NULL,NULL,0x0000000003D657A5,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
563,NULL,NULL,lt_2004 ,Lotus Pacific Investment Inc.,NULL,3,Lotus Pacific Investment Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,107,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,40:05.7,36:52.0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000003F17451,0,0,0,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL
564,NULL,NULL,lt_2399 ,Brunswick Apartments LP,NULL,3,Brunswick Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,137,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:05.8,28:59.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062EC,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
565,NULL,NULL,lt_2400 ,Brunswick Apartments GP Inc.,NULL,3,Brunswick Apartments GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,137,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:05.8,29:29.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062ED,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
566,NULL,NULL,lt_2398 ,396 East 2nd Avenue Holdings Inc.,NULL,3,396 East 2nd Avenue Holdings Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,137,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:05.9,28:45.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062EE,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
567,NULL,NULL,lt_2367 ,Dorchester Apartments GP Inc.,NULL,3,Dorchester Apartments GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,116,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:05.9,22:43.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062EF,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
568,NULL,NULL,lt_2368 ,Dorchester Apartments LP,NULL,3,Dorchester Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,116,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.0,23:11.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F0,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
569,NULL,NULL,lt_2369 ,Dorchester Title Ltd.,NULL,3,Dorchester Title Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,116,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.0,23:33.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F1,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
570,NULL,NULL,lt_2377 ,Grange Apartments GP Inc.,NULL,3,Grange Apartments GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,119,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.0,26:08.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F2,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
571,NULL,NULL,lt_2378 ,Grange Apartments LP,NULL,3,Grange Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,119,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.1,26:31.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F3,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
572,NULL,NULL,lt_2376 ,1395 West 14th Avenue Holdings,NULL,3,1395 West 14th Avenue Holdings,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,119,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.2,25:54.0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F4,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
573,NULL,NULL,lt_2365 ,Lincoln Apartments LP,NULL,3,Lincoln Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,115,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.2,21:31.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F5,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
574,NULL,NULL,lt_2364 ,Lincoln Apartments GP Inc.,NULL,3,Lincoln Apartments GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,115,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.3,21:09.1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F6,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
575,NULL,NULL,lt_2366 ,685135 BC Ltd.,NULL,3,685135 BC Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,115,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.3,22:25.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F7,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
576,NULL,NULL,lt_2374 ,Moray Firth LP,NULL,3,Moray Firth LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,118,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.4,25:24.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F8,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
577,NULL,NULL,lt_2373 ,Moray Firth GP Inc.,NULL,3,Moray Firth GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,118,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.4,25:05.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062F9,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
578,NULL,NULL,lt_2372 ,1230 Burnaby Street Holdings Ltd.,NULL,3,1230 Burnaby Street Holdings Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,118,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.5,24:25.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FA,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
579,NULL,NULL,lt_2408 ,North Garden Apartments LP,NULL,3,North Garden Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,141,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.5,30:52.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FB,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
580,NULL,NULL,lt_2407 ,North Garden GP Inc.,NULL,3,North Garden GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,141,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.6,30:40.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FC,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
581,NULL,NULL,lt_2409 ,225 North Garden Holdings Ltd.,NULL,3,225 North Garden Holdings Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,141,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.6,31:15.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FD,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
582,NULL,NULL,lt_2405 ,Oxford Manor Apartments LP,NULL,3,Oxford Manor Apartments LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,33,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.7,30:10.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FE,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
583,NULL,NULL,lt_2404 ,Oxford Manor GP,NULL,3,Oxford Manor GP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,33,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.7,29:54.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x00000000040062FF,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
584,NULL,NULL,lt_2406 ,2333 Oxford Holdings Ltd.,NULL,3,2333 Oxford Holdings Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,33,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.8,30:27.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006301,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
585,NULL,NULL,lt_2370 ,Solway Firth GP Inc.,NULL,3,Solway Firth GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,117,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.8,23:50.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006302,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
586,NULL,NULL,lt_2371 ,Solway Firth LP,NULL,3,Solway Firth LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,117,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.9,24:07.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006303,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
587,NULL,NULL,lt_2361 ,Vallejo Court GP Inc.,NULL,3,Vallejo Court GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,114,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:06.9,19:57.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006304,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
588,NULL,NULL,lt_2362 ,Vallejo Court LP,NULL,3,Vallejo Court LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,114,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.0,20:19.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006305,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
589,NULL,NULL,lt_2363 ,Vallejo Court Ltd.,NULL,3,Vallejo Court Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,114,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.0,20:51.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006306,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
590,NULL,NULL,lt_2006 ,Lotus Pacific Services Inc.,NULL,3,Lotus Pacific Services Inc.,Vancouver,BC,V68 4M9,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suite 950 - 475 West Georgia Street,,1,NULL,NULL,NULL,0,NULL,108,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,40:07.1,36:52.0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004084E5F,0,0,0,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL
591,NULL,NULL,lt_2352 ,Lotus Crux Acquisition GP,NULL,3,Lotus Crux Acquisition GP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,110,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.2,40:07.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006307,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
