HMY,HTAX,HUSUALACCT,SCODE,SADDR1,IENTTYPE,ITYPE,SADDR2,SCITY,SSTATE,SZIPCODE,SEXTRAADDRLINE,FSALESTAX,ILATETYPE,DLATEPERCENT,SLATEMIN,SLATEPERDAY,BCOMMTYPE,DCOMMAMT,SCOMMMIN,BCOMMPOSTED,SCOMMPOSTEDAMT,SCASHRESERVE,DTMGMTDATE,IENDOFYEAR,BEXCLUDE,BACCRUAL,BSITE,BASSOCIATION,IPROPTYPE,SMAINTLIMIT,DWOCOMM,IPORTFOLIO,DPPRICE,ITYPERES,SNCREIF,HIDEALLEASE,IRERENT,SACQUIRE,SDISPOSE,HPAYER,DGSTRATE,HPROPSTORAGE,HMVENDOR,CNSFFEE,HNSFCHGCODE,SPROPSTORATTN,SADDR3,SADDR4,HCOUNTRY,iPropReportingType,dtStamp,sPeriod,bInactive,dtInactive,hLegalEntity,sHmProjectType,iUnitTypes,iTypeCommercial,iTypeCondo,iTypeStudent,iTypeSenior,iTypeMilitary,iTypeAffordable,iTypePublicHousing,iTypeCoop,iTypeAssociation,iSubTypeAssoc,iTypeInternational,hcompany,iType2,hUserCreatedBy,hUserModifiedBy,dtCreated,dtLastModified,dtNCREIFInService,dSalesPrice,hCommMLA,HESTATE,bEstate,iTypeCSH,hForeigndb,sExtReference,dtNCREIFStopSubmission,bSiteStuff,tRowVersion,iMktRentalType,hMktRecExpPool,hIncTable,dtEffective,bExcludeModels,bVendorCafe,dtVCSync,iTypeStorage,bResidentScreening,dtResidentScreeningSync,hIncentiveRateId,hCopyFrom,iTypeSFH
592,NULL,NULL,lt_2353 ,Lotus Crux Acquisition LP,NULL,3,Lotus Crux Acquisition LP,Vancouver,BC,V6B 4M9,NULL,NULL,0,0,0,0,NULL,0,0,NULL,0,0,53:33.0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,950-475 West Georgia Street,,1,NULL,NULL,NULL,0,NULL,111,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,3,40:07.2,51:40.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004084E60,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
593,NULL,NULL,lt_2385 ,Lotus Crux Standens LP,NULL,3,Lotus Crux Standens LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,125,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.3,40:07.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006308,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
594,NULL,NULL,lt_2391 ,LC Venture I Kanata LP,NULL,3,LC Venture I Kanata LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,-1,00:00.0,131,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.3,11:06.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006309,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
595,NULL,NULL,lt_2396 ,Lotus Crux Thornton LP,NULL,3,Lotus Crux Thornton LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,135,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.4,40:07.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630A,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
596,NULL,NULL,lt_2386 ,Lotus Crux Standens GP Inc.,NULL,3,Lotus Crux Standens GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.5,51:41.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630B,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
597,NULL,NULL,lt_2384 ,Burns LC Ltd.,NULL,3,Burns LC Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,137,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.5,40:07.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630C,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
598,NULL,NULL,lt_2389 ,50 FNP Ltd.,NULL,3,50 FNP Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,-1,00:00.0,129,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.6,11:19.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630D,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
599,NULL,NULL,lt_2397 ,Lotus Crux Thornton GP Inc.,NULL,3,Lotus Crux Thornton GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,136,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:07.6,40:07.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630E,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
600,NULL,NULL,lt_2380 ,Lotus Pacific (1750 JBM) Investments Inc.,NULL,3,Lotus Pacific (1750 JBM) Investments Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,120,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.7,26:48.0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400630F,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
601,NULL,NULL,lt_2383 ,5757 CSF GP Inc.,NULL,3,5757 CSF GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,123,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.7,27:43.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006310,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
602,NULL,NULL,lt_2382 ,5757 CSF LP,NULL,3,5757 CSF LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,122,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.8,27:26.0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006311,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
603,NULL,NULL,lt_2381 ,5757 CSF Inc.,NULL,3,5757 CSF Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,121,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.9,27:10.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006312,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
604,NULL,NULL,lt_2387 ,LW CUF GP Inc.,NULL,3,LW CUF GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,127,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:07.9,03:20.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006313,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
605,NULL,NULL,lt_2388 ,LW CUF LP,NULL,3,LW CUF LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,128,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:08.0,03:54.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006314,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
606,NULL,NULL,lt_2401 ,LCW Ventures Grandland LP,NULL,3,LCW Ventures Grandland LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,138,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.1,40:08.1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004084EAC,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
607,NULL,NULL,lt_2403 ,Lotus Omicron East Broadway Development Inc.,NULL,3,,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,140,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.1,51:14.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006315,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
608,NULL,NULL,lt_5010 ,East Broadway Joint Venture,NULL,3,East Broadway Joint Venture,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,183,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.2,40:08.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006316,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
609,NULL,NULL,lt_2393 ,LCW Ventures LP,NULL,3,LCW Ventures LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,133,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.2,40:08.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004084EAD,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
610,NULL,NULL,lt_2392 ,Marine Bewicke Project Ltd.,NULL,3,Marine Bewicke Project Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,132,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.3,40:08.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006317,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
611,NULL,NULL,lt_5009 ,Marine Bewicke Joint Venture,NULL,3,Marine Bewicke Joint Venture,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,182,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.3,40:08.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006318,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
612,NULL,NULL,lt_2360 ,Legacy Apartment Portfolio GP Inc.,NULL,3,Legacy Apartment Portfolio GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,113,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.4,40:08.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006319,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
613,NULL,NULL,lt_2359 ,Legacy Apartment Portfolio LP,NULL,3,Legacy Apartment Portfolio LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,112,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:08.5,02:48.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631A,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
614,NULL,NULL,lt_2375 ,1270 Burnaby Street Holdings Ltd.,NULL,3,1270 Burnaby Street Holdings Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,118,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:08.5,25:40.9,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631B,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
615,NULL,NULL,lt_2402 ,LCW Ventures Grandland GP Inc.,NULL,3,LCW Ventures Grandland GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,139,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.7,40:08.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631C,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
616,NULL,NULL,lt_2394 ,LCW Ventures GP Inc.,NULL,3,LCW Ventures GP Inc.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,134,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.7,40:08.7,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631D,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
617,NULL,NULL,lt_2999 ,519347 BC Ltd.,NULL,3,519347 BC Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,181,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.8,40:08.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631E,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
618,NULL,NULL,lt_2997 ,670871 BC Ltd.,NULL,3,670871 BC Ltd.,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,181,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:08.8,40:08.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400631F,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
619,NULL,NULL,lt_2390 ,LC Venture I Kanata GP,NULL,3,LC Venture I Kanata GP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,-1,00:00.0,130,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:08.9,10:48.8,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006320,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
620,NULL,NULL,lt_2702 ,Westpac Pro Limited Partnership,NULL,3,Suite 700,Mississauga,BC,L4W 4T9,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5090 Explorer Drive,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,2,40:08.9,58:20.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006321,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
621,NULL,NULL,lt_2704 ,1937912 Alberta Ltd,NULL,3,1937912 Alberta Ltd,Edmonton,AB,T5S 1K6,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"200, 17220 Stony Plain Road",,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.1,51:42.3,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006322,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
622,NULL,NULL,lt_2701 ,Crux Capital Corporation,NULL,3,Crux Capital Corporation,Toronto,ON,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TD Canada Trust Tower,"161 Bay Street, 27th Floor",1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.1,51:42.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006323,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
623,NULL,NULL,lt_2703 ,Fiera Properties CORE Fund LP,NULL,3,Fiera Properties CORE Fund LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,142,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.1,40:09.1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006324,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
624,NULL,NULL,lt_2705 ,0760205 BC Ltd,NULL,3,0760205 BC Ltd,Vancouver,BC,V6B 4M9,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950-475 West Georgia St.,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.2,51:39.2,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006325,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
625,NULL,NULL,lt_2746 ,Insurance Corporation of BC,NULL,3,Insurance Corporation of BC,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,00:00.0,142,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,174,40:09.3,32:38.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006326,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
626,NULL,NULL,lt_2748 ,Harbour Equity JV IV LP,NULL,3,Harbour Equity JV IV LP,,,,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.3,51:42.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006327,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
627,NULL,NULL,lt_2749 ,1333230 Ontario Inc.,NULL,3,1333230 Ontario Inc.,Mississauga,ON,L5C 2V5,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,910 Central Parkway West,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.4,51:39.4,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006328,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
628,NULL,NULL,lt_2750 ,1617557 Alberta Ltd.,NULL,3,1617557 Alberta Ltd.,Edmonton,AB,T6R 1J9,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,976 Ogilvie Blvd.,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.4,51:39.5,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x0000000004006329,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
629,NULL,NULL,lt_2751 ,Electra Management Ltd.,NULL,3,Electra Management Ltd.,Edmonton,AB,T6R 2E7,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30 Cormack Cres. N.W.,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.5,51:40.1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400632A,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
630,NULL,NULL,lt_2754 ,Avraham Holdings Inc.,NULL,3,Avraham Holdings Inc.,Ottawa,ON,K1Z 1E9,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3302-38 Metropole Private,,1,NULL,NULL,NULL,0,NULL,NULL,,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,3,40:09.5,51:39.6,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0x000000000400632B,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
