HMY,HPROPERTY,HOWNER,DPERCENT,DINVESTMENT,DINVESTDATE,SREMARKS,dShares,dIncome,dDepreciation,dTaxCredit,dStateCredit,Stype,hForeignDb,sExtReference,tRowVersion
575,598,129,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3781
576,599,136,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF378A
577,600,120,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3793
578,601,123,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF379C
579,602,122,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37A5
580,603,121,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37AE
581,604,127,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37B7
582,605,128,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37C0
583,606,138,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37C9
584,607,140,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37D2
585,608,183,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37DB
586,609,133,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37E4
587,610,132,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37ED
588,611,182,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37F6
589,612,113,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF37FF
590,613,112,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3809
591,614,118,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3812
592,615,139,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF381B
593,616,134,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3824
594,617,181,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF382D
595,618,181,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3836
596,619,130,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF383F
597,620,162,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3848
598,621,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3851
599,622,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF385A
600,623,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3863
601,624,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF386C
602,625,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3875
603,626,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF387E
604,627,163,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3887
605,628,164,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3890
606,629,165,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3899
607,630,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38A2
608,631,166,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38AB
609,632,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38B4
610,633,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38BD
611,634,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38C6
612,635,167,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38CF
613,636,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38D8
614,637,168,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38E1
615,638,169,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38EA
616,639,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38F3
617,640,170,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF38FC
618,641,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3906
619,642,171,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF390F
620,643,172,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3918
621,644,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3921
622,645,173,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF392A
623,646,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3933
624,647,174,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF393C
625,648,175,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3945
626,649,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF394E
627,650,176,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3957
628,651,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3960
629,652,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3969
630,653,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3972
631,654,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF397B
632,655,177,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3984
633,656,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF398D
634,657,178,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3996
635,658,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF399F
636,659,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39A8
637,660,146,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39B1
638,661,29,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39BA
639,662,29,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39C3
640,663,143,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39CC
641,664,184,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39D5
642,665,184,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39DE
643,666,147,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39E7
644,667,149,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39F0
645,668,184,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF39F9
646,669,107,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A03
647,670,184,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A0C
648,671,148,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A15
649,672,28,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A1E
650,673,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A27
651,674,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A30
652,675,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A39
653,676,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A42
654,677,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A4B
655,678,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A54
656,679,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A5D
657,680,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A66
658,681,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A6F
659,682,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A78
660,683,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A81
661,684,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A8A
662,685,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A93
663,686,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3A9C
664,687,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3AA5
665,688,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3AAE
666,689,142,100,0,NULL,NULL,0,0,0,0,0,NULL,NULL,NULL,0x0000000000BF3AB7
